Omega_b  Omega_m  h  n_s A_s
4.504028760994682745e-02 5.711803076351634756e-01 6.345175830799034689e-01 6.192135519010991684e-01 2.588869911788252764e+00
6.152356868600880602e-02 5.372057545261414990e-01 8.399917716649851762e-01 7.086177389556720385e-01 3.889308330903125999e+00
4.793998342374743149e-02 2.802060995060851045e-01 5.030980095993113910e-01 1.269761099831151707e+00 2.438275187292597401e+00
4.238939240325026447e-02 5.997987073487064391e-01 5.020018302548046041e-01 8.865406347420335953e-01 3.355855897031205792e+00
6.357003880494135895e-02 2.144666573819099531e-01 5.821153318720033720e-01 6.116495269171140503e-01 2.785613934125447333e+00
6.490790499648656231e-02 1.582333742959389777e-01 8.485417181641066176e-01 9.568489298319841074e-01 2.126298337697503538e+00
4.943232224091156923e-02 2.465985154840848181e-01 8.216515469343188549e-01 1.155799014572477024e+00 3.338120216546751173e+00
6.560255143503607167e-02 1.179676310561496022e-01 5.341486430191848545e-01 1.100156581156480406e+00 2.376533960958604474e+00
6.198564149800755985e-02 2.594624310064342909e-01 5.758895727192901992e-01 1.003514825658494702e+00 2.670444272656645524e+00
6.192588288135426888e-02 1.587479425549462864e-01 7.289685327223159872e-01 9.710777146264312210e-01 3.606894349064504013e+00
3.328975304401467217e-02 3.533298385846506129e-01 7.989794603069366730e-01 9.396261663562328614e-01 3.300903271239755910e+00
3.297434062743916094e-02 1.384468383302978056e-01 8.917501650816297420e-01 1.268893084277114447e+00 3.734893736209293547e+00
3.466403381472538819e-02 5.055071726068965932e-01 5.951887297302179691e-01 8.476936830785829491e-01 2.870003538576506585e+00
5.741824539155904183e-02 1.326836288458932700e-01 7.941284700800603780e-01 6.426742455063189086e-01 3.086019252953644987e+00
6.661264662019755756e-02 1.448482224297283349e-01 8.386374357802079960e-01 9.911162954555425841e-01 2.172228322046353632e+00
6.082922140220064361e-02 2.205315012172468503e-01 6.075467499089378665e-01 7.352262695931057745e-01 2.410953198559705246e+00
5.443997344560802532e-02 4.971856264794433100e-01 6.275372499286914207e-01 7.728468264311995073e-01 3.845249658056377307e+00
6.087551170085978014e-02 5.893746756891173888e-01 5.270003361744366455e-01 1.253126452633401833e+00 2.957698040531407280e+00
4.023687981144243031e-02 2.883755959562877003e-01 8.363025549533575909e-01 1.190594188115483565e+00 2.133633565539531762e+00
3.475573248679839772e-02 1.798257904950405495e-01 7.103140187676981743e-01 9.500257829321880898e-01 2.969755929233061309e+00
4.221382884632091104e-02 3.869374574520614285e-01 8.516253041191897966e-01 9.155337182545154606e-01 2.115555862590788205e+00
4.166926141595432564e-02 2.094833444364528896e-01 7.891037530394655608e-01 1.212912238404671328e+00 3.307709045148927274e+00
3.776368375332870425e-02 3.129882451267995691e-01 5.485673810188365085e-01 1.233512622635111633e+00 3.850840614229104286e+00
4.099368160836805441e-02 1.228253704435958993e-01 5.354894609398410665e-01 6.632815364077605524e-01 3.857894229317787804e+00
5.401634275965449400e-02 5.964375172601851238e-01 7.986121843081216420e-01 7.860429666797874582e-01 3.983973203416714348e+00
4.686249214361710991e-02 3.984110833793367279e-01 5.802220778116126132e-01 1.102157191812467518e+00 2.209571867107595455e+00
4.914656417772867575e-02 4.829357117542293354e-01 5.025144712571644190e-01 1.182813012321334512e+00 3.772102586826448167e+00
5.717239675111353975e-02 5.171887276421555102e-01 7.859116218800721310e-01 6.946420760600894306e-01 2.648721062276342408e+00
4.567381702224372619e-02 1.913342345416918222e-01 7.521947445507310981e-01 1.279643789851038882e+00 3.217047028977896517e+00
4.154654757587160352e-02 5.681232060926780791e-01 6.950796392378499888e-01 8.888100737038269195e-01 3.492427978053568971e+00
3.926723150068176654e-02 3.454495027618769143e-01 8.725054726034023878e-01 8.307729482631800444e-01 3.989365109780830032e+00
6.422357057203358088e-02 5.469796264469545255e-01 6.720844124906106831e-01 1.198814516361272453e+00 2.735099348971973932e+00
6.732866097927517335e-02 3.899053275574826394e-01 6.803807728833362045e-01 1.286383725352300944e+00 2.099740610010994324e+00
6.473110080706671876e-02 4.014406977448220504e-01 7.707593607170710737e-01 1.222913027185259516e+00 3.951287438732785873e+00
5.951738468103444368e-02 1.691467444350774896e-01 8.735554661898776718e-01 8.392830514574217693e-01 3.445550221237420274e+00
5.670015674633652192e-02 5.628818423060271137e-01 8.348178404493291627e-01 1.064391267134752184e+00 3.182792878310896079e+00
3.266570013872122785e-02 4.530812709070620725e-01 5.103586957998884621e-01 1.283844695135446745e+00 2.324361944910300348e+00
3.384605540371258409e-02 2.257379216364933938e-01 7.471976291999080644e-01 1.237589445599924787e+00 2.060582976239563990e+00
4.510157459716697403e-02 4.107820223410094673e-01 6.281881213787633422e-01 9.340900887688964316e-01 2.815566923042979841e+00
5.316122947143139821e-02 3.168582081173810794e-01 6.529637399280397991e-01 9.934935946299222609e-01 3.146322344068213539e+00
6.767358268546219691e-02 4.722188891902880936e-01 6.509204505077250680e-01 8.573012396315915495e-01 2.551806980661312174e+00
6.839558342780835409e-02 1.060416334562126472e-01 8.866941443408555834e-01 1.018552790899575511e+00 2.682503444240703416e+00
4.948116654400934455e-02 5.563691689020224818e-01 8.492525554355374595e-01 1.048843799831094659e+00 2.752437942725741493e+00
3.208486845200034937e-02 2.230480962528883504e-01 5.563278544720088314e-01 1.164761803412630359e+00 2.078005712248945258e+00
4.879349095414500792e-02 4.776509455867018472e-01 7.583032664306823545e-01 1.213646088545000890e+00 3.175654349780902663e+00
3.419081634349949161e-02 2.697883041044288888e-01 8.553818012463535458e-01 6.308660037572910717e-01 2.673289329472987141e+00
3.532346961142600328e-02 4.303178620051720804e-01 5.507690138684053771e-01 6.752272384399711225e-01 2.420872173005951034e+00
6.913254805360014021e-02 3.599311982871769011e-01 5.113209360847459362e-01 9.624455015903309318e-01 2.285527396792571331e+00
6.139480385157645298e-02 5.729272435577832390e-01 6.902993882890108290e-01 9.411348828033627711e-01 2.803942365150226212e+00
5.469177280378559325e-02 2.785697288978120079e-01 7.177155658456004783e-01 8.746904611790797812e-01 3.042608697890569758e+00
6.253680889990084757e-02 3.068806285378197773e-01 8.945460105817100160e-01 7.800280319389518713e-01 2.544624792929385926e+00
6.202506089159868369e-02 1.984107284391129211e-01 6.235332189704054784e-01 1.226598400991924187e+00 2.760688452089821610e+00
4.768409750623936461e-02 4.187445797511247791e-01 7.803769678039931268e-01 1.106832296678678773e+00 3.861037380990303802e+00
6.523771793056359902e-02 4.151531582312043556e-01 6.860680583143172750e-01 1.287095410440095344e+00 3.251427909902030233e+00
3.945352770629648870e-02 3.071643491880919341e-01 7.282368796323268612e-01 1.090481669032032475e+00 2.161347643506160487e+00
5.311835398014687348e-02 1.366002496005062072e-01 6.670543283480502295e-01 1.059530524756088665e+00 2.680088258957480374e+00
4.877015588124607171e-02 1.090669304859076677e-01 6.596992180455346633e-01 9.633899011929958345e-01 2.852612177175690711e+00
5.395945875873692232e-02 2.574007389178841754e-01 6.224366653960805573e-01 6.710878219510374443e-01 3.722883045415621428e+00
6.974820800612314964e-02 4.670534616549429918e-01 7.143315501300151471e-01 1.240850621301462731e+00 2.846134162634018416e+00
4.334365414091601032e-02 5.516054362925838506e-01 5.567586771193386852e-01 7.641502900338736914e-01 3.620431416829982041e+00
3.763110184484984994e-02 1.831299537386345821e-01 5.296410578122907609e-01 9.224237438784428367e-01 3.831268371796180183e+00
3.984615688383722626e-02 5.346737169349615737e-01 6.640070513362468230e-01 7.516489589070981525e-01 3.277345565166723595e+00
4.190097313014665148e-02 4.642967197055007933e-01 6.538543755974098870e-01 9.882809208110783228e-01 2.831093906532458515e+00
4.760922878119763779e-02 1.629650904751172580e-01 7.399056077185748315e-01 6.231503493615806466e-01 3.073593570636946382e+00
3.598439012422353922e-02 5.855032128929129609e-01 6.736722868330637937e-01 8.318307061763094978e-01 2.227921472263348246e+00
4.754384881660557449e-02 2.521668511505280597e-01 8.566615212273775981e-01 1.143473392767200725e+00 3.126073511190408549e+00
4.513120490363989323e-02 4.392707665592965327e-01 5.454402615048409286e-01 1.026104062486414392e+00 2.362768859088141049e+00
4.400833486190507821e-02 1.518064822456475504e-01 8.007023565939030973e-01 1.054383324434005065e+00 3.711214685093513488e+00
6.986754848045864663e-02 5.975613757634069545e-01 8.272633833675553383e-01 8.031676731891665977e-01 2.350933737024331283e+00
6.705959980546230548e-02 2.426983128098242626e-01 7.634825865095016262e-01 7.357049641674264784e-01 3.544356443257145717e+00
3.065042375253154011e-02 4.575603538421665339e-01 6.580558867903768538e-01 9.293631941511369954e-01 3.167456044167363149e+00
3.398112291884190089e-02 2.954325564095670043e-01 7.171108690761460736e-01 1.271707916237050595e+00 2.131900385694579292e+00
6.379731336458555058e-02 4.988500091233065703e-01 6.935275370753197777e-01 1.186922152061613112e+00 3.476060515654362248e+00
6.989805780053311157e-02 3.146823996413374847e-01 8.524070719328884493e-01 1.178817228635181458e+00 3.496385670432861748e+00
6.668918703632448208e-02 3.080027737295510937e-01 7.688847281629400676e-01 6.674128651771069620e-01 2.827127066062981697e+00
6.047638322765545860e-02 3.411955613371201457e-01 8.957056452366110033e-01 6.042915607695483748e-01 2.560957653186841210e+00
6.002450447515358944e-02 5.399013837234135638e-01 6.005329709460722754e-01 1.162062190878889956e+00 3.797357354841071952e+00
6.432297820542889899e-02 5.424503366486914668e-01 6.211094481013436086e-01 7.567955861437604126e-01 2.193020896449826118e+00
4.840478663261649217e-02 3.254586053683039548e-01 6.842653628682833222e-01 7.465975967161425642e-01 2.140685770606109983e+00
3.707559490316321427e-02 2.627824601175529073e-01 8.934047417484476394e-01 7.938767439144517324e-01 3.970974599225685076e+00
4.175965078844923878e-02 3.365260503185731888e-01 7.266927603608248631e-01 6.329529713317707529e-01 2.711940989110467548e+00
5.431982941978416579e-02 1.809267372610100510e-01 8.429549884344140764e-01 1.129891710541263139e+00 2.466427862843035612e+00
3.570459731051322388e-02 1.926458395766843523e-01 6.219625424266541636e-01 8.973733808798687317e-01 2.198134389010909739e+00
6.115259253606192963e-02 4.677421014945242206e-01 8.171655405062125954e-01 6.050776979860343907e-01 2.941746633122950261e+00
5.582204728795173154e-02 1.183208436025859067e-01 6.465958952127365267e-01 9.856727394299584777e-01 2.415237621852473815e+00
6.238810276077643574e-02 5.156317650175785694e-01 6.693541997296045265e-01 1.043610439518021238e+00 2.082194068987466284e+00
6.993701383430619978e-02 4.141036089016376653e-01 6.544703437414023384e-01 9.621828129540190844e-01 3.296697302370989124e+00
5.477056403039014254e-02 5.595249565461493102e-01 5.854228694398943000e-01 6.523551423956173156e-01 2.719883498387796639e+00
4.549730732766325836e-02 2.018842080323334787e-01 8.397702398038098259e-01 1.191278227149691560e+00 3.689238657324014348e+00
6.343760839981210653e-02 3.582662672559933092e-01 6.731130256427427794e-01 9.258084314824313044e-01 3.344167552757635775e+00
5.014600952162228537e-02 2.500465478965771537e-01 7.497454682144956140e-01 9.657124907707537176e-01 3.219131990473649729e+00
3.402297976729312667e-02 1.848555319780338935e-01 5.710259976419727046e-01 9.801627161369523833e-01 3.225795192127261402e+00
6.569718254701953364e-02 3.225298262812608674e-01 5.057855152544892263e-01 7.503848866617559565e-01 2.904130085481733126e+00
3.728454765183595448e-02 1.980039018399733786e-01 8.315640511693780379e-01 1.025366150065444737e+00 2.525229738975371507e+00
3.719531373970167559e-02 4.030215316066275699e-01 6.973855135941500194e-01 1.158881903373934152e+00 3.137730370730154483e+00
4.869675541213491776e-02 1.188790626383390558e-01 7.115508594162849310e-01 8.650620391211502058e-01 2.530957324009835752e+00
3.443419233559550513e-02 3.255930679993406240e-01 8.538699704710968064e-01 6.538592052375992170e-01 2.548006944207355851e+00
6.806495675143336976e-02 1.048228698117110030e-01 6.257270348087711209e-01 1.142665972608374769e+00 3.429077809596117188e+00
6.759060513562578643e-02 3.714622032824971276e-01 8.814936588113357896e-01 9.951196727063071901e-01 3.082143855036189706e+00
4.597718066558696692e-02 1.413185049459802778e-01 7.439781649274816999e-01 1.028041933968955712e+00 3.080346368398170220e+00
5.061118778329418144e-02 4.661465058638686321e-01 8.452029631983870583e-01 1.049202159516454014e+00 2.175791127841703698e+00
4.546478071782172892e-02 2.949059962855008488e-01 5.935515813973640808e-01 6.872507360440586188e-01 2.368023893487453790e+00
5.755192856707036508e-02 2.471824642336654110e-01 5.108890737520022096e-01 8.516248274467104196e-01 2.113138345345682900e+00
5.124179050199802188e-02 3.934105457696531749e-01 6.728904379475290076e-01 8.486447583462852773e-01 2.088478856347604218e+00
6.388949846786107223e-02 1.273032230719053914e-01 7.361609946772640356e-01 1.267034466605386545e+00 3.409460237852852682e+00
5.508694685868432278e-02 3.651912848264670108e-01 5.867314560425364034e-01 6.740222234086207242e-01 3.463050779942316915e+00
3.654685285049015520e-02 4.264611066025612018e-01 7.603535725957373259e-01 1.289026334875534863e+00 2.977515240084583237e+00
4.275554521558085769e-02 2.447134511863119088e-01 7.490592984508253060e-01 6.021348843686141761e-01 2.025060367390532523e+00
5.212367668621869371e-02 2.731952160869114410e-01 5.772194349814915304e-01 8.591913646312950847e-01 3.323822474012988692e+00
3.462479143429750272e-02 1.937135186617235383e-01 6.434223312836653275e-01 1.056771937567378972e+00 3.451603923073697899e+00
4.565862775545014018e-02 5.930734332521498953e-01 7.127067982883638075e-01 1.100945935538237386e+00 2.310617443211884670e+00
3.849409356295933893e-02 4.501205434510446857e-01 7.575885669488655605e-01 6.235819289657666964e-01 2.454635263432781045e+00
3.602385680913751387e-02 5.673134716292073110e-01 8.059025266910013752e-01 9.318424964111671205e-01 2.216722069200269818e+00
5.921497195201404218e-02 3.823474356392048135e-01 7.366421671726747222e-01 1.041297223820398354e+00 3.999659547394947445e+00
5.587827558555803070e-02 2.724778574558260891e-01 5.412807094077890513e-01 9.891572364646932236e-01 2.214435786356133473e+00
3.943445769328626782e-02 3.730999397629486403e-01 7.427545690219219399e-01 1.134690385247737687e+00 2.146018170437374639e+00
4.066238580856805507e-02 2.275124923401431187e-01 5.324801271819078474e-01 1.118195068925856628e+00 3.426785932027556214e+00
6.485205238186519949e-02 4.925782428190976781e-01 6.677154793384096898e-01 1.049923167366245913e+00 2.211663504323963636e+00
6.417570091588500891e-02 4.931955974464329318e-01 5.192417948311641718e-01 1.221027917386485750e+00 2.562982771407628757e+00
3.610532536007451943e-02 2.261299371091020638e-01 6.475864234706796285e-01 8.276136938179741165e-01 2.094856067179794668e+00
3.158249934733505654e-02 4.130348256137796881e-01 5.382802466910483474e-01 7.883766980688337034e-01 3.862268952106469477e+00
3.356897429997234700e-02 3.790912890676965130e-01 7.467792959376631234e-01 6.127889801893017241e-01 2.617266933285258723e+00
6.716611567064004196e-02 2.767822240665579470e-01 7.918890715541888614e-01 9.085795413402759646e-01 2.479299884139638976e+00
5.145471014101331286e-02 5.662069246140234435e-01 6.603020474896975633e-01 9.601448261764248260e-01 2.238119487084982762e+00
6.531141929112571631e-02 3.469867759092225556e-01 8.143241253208751695e-01 1.096464987499411903e+00 3.749882039958538194e+00
5.969622638200902665e-02 1.604705132731445438e-01 7.513669203196714497e-01 8.599395498315802744e-01 3.141049876777775918e+00
3.822743212662989970e-02 1.543142993678449926e-01 6.085786001878246143e-01 1.014117028366181339e+00 2.965492655132163868e+00
3.177347816890670196e-02 2.399728856115183884e-01 8.770208068236347021e-01 8.789565536124746004e-01 2.135303493717876311e+00
5.839580286631911032e-02 5.036841873432708061e-01 7.598465957233614398e-01 1.232409744043440947e+00 2.253150650582285142e+00
6.785595652200433758e-02 5.027301209463697074e-01 7.089398824906623098e-01 1.272499240462802828e+00 3.916426473671489994e+00
4.078261576244551073e-02 4.395803737163533897e-01 7.916784307795061704e-01 1.047873557686866075e+00 2.219240205677794897e+00
3.141681731274694606e-02 4.058108139099042555e-01 8.678181287222241913e-01 6.408542920179181035e-01 3.388578793892879304e+00
6.017732903099983627e-02 2.237804231042727077e-01 5.807386192543544379e-01 9.151052598419756601e-01 2.884784396880247570e+00
4.734865264367490306e-02 5.935347099528901493e-01 7.286704408798605481e-01 1.046311441404901732e+00 2.052871157747675923e+00
3.035692727968244270e-02 2.218394007661884659e-01 6.518130689844640058e-01 1.147788993233390897e+00 3.124310462563829827e+00
3.422929622040329911e-02 1.258979147259554066e-01 6.362185297969049635e-01 1.131388073799318938e+00 3.932419302556392715e+00
3.484311204136131268e-02 4.200975539274967030e-01 6.767412336033624687e-01 1.163663668272713281e+00 2.877835265933959441e+00
4.478407623961528500e-02 3.280293268151762143e-01 5.139936294860916188e-01 1.005951225839231800e+00 3.913311530564343776e+00
4.702018975922360455e-02 1.656268454177668437e-01 6.742699899604407410e-01 9.659237327775039850e-01 3.261726777351530160e+00
5.009721444918602273e-02 2.337365285630021994e-01 5.979983286171047796e-01 7.586244561576043210e-01 2.052568610705386210e+00
6.711581010054773477e-02 4.240045136598110664e-01 6.171885579244298370e-01 1.255473801763687725e+00 2.442994439077493585e+00
6.008044171676363288e-02 5.646374379100380647e-01 5.894454983113884827e-01 6.011568945684309107e-01 3.503739227425678671e+00
4.499548125258746867e-02 4.328051340739462738e-01 5.167554605169489834e-01 8.337263088603893424e-01 2.317819774676816102e+00
4.160806408818994856e-02 2.115732547591893664e-01 5.331803854403601717e-01 8.236487026184647897e-01 2.976401532424803875e+00
3.152624034359583632e-02 4.378076779235374749e-01 5.336190579980227833e-01 1.297742841778308343e+00 3.189605026000160493e+00
5.185323185567602272e-02 5.726150929026151415e-01 6.648120039639985324e-01 8.967556331214198151e-01 3.468977022160341761e+00
3.786041910436856173e-02 5.539629775540482193e-01 6.792866992975332696e-01 8.543068788582404149e-01 3.685827152465985357e+00
3.061971668754084192e-02 1.596027786524784053e-01 5.241144540952367148e-01 1.116562550305022938e+00 3.318696315017074738e+00
3.436996056717021158e-02 2.555294286023846451e-01 8.082420206768428095e-01 1.160078438992500072e+00 2.238727424656775433e+00
3.260124087110991692e-02 4.566671147056151625e-01 7.720809269215274107e-01 9.350349891848346306e-01 2.034798408305640294e+00
6.205405828281566200e-02 1.425454574174391531e-01 6.041503014069078414e-01 8.022957320510366586e-01 3.283378142185479742e+00
4.516343232890113885e-02 5.328838397365981416e-01 6.817952069268609083e-01 8.193162542734335752e-01 3.649784589971875715e+00
3.673405452271615024e-02 4.706395481221293808e-01 5.228774201513699538e-01 6.993786866118861800e-01 3.885849906799385689e+00
5.659314107122732224e-02 1.813643233788986842e-01 5.553859338107831611e-01 7.308395855569791433e-01 3.953371914058749326e+00
3.512512892081559590e-02 5.294871039601244389e-01 6.958783402170545251e-01 1.161350563980145356e+00 2.339564624159023776e+00
3.390535354207211555e-02 5.178026879459827203e-01 6.418891002009302627e-01 6.610002411930541166e-01 2.914845676514587591e+00
4.489083350235047176e-02 2.909659931528110199e-01 5.994686835246181289e-01 1.016189038506181808e+00 3.127862210333834270e+00
4.606407127744938101e-02 1.077544011842041793e-01 7.978816179790779728e-01 1.215551920756545723e+00 3.800123289842983532e+00
5.672258003064407222e-02 4.219237454527640097e-01 8.379825946780368184e-01 1.135838673260943787e+00 3.659240533930321337e+00
5.772374444893937917e-02 3.345154201630596846e-01 5.446993169202414276e-01 7.074702973942429418e-01 2.822093760409375207e+00
4.389987832398693085e-02 5.772997281616608634e-01 6.521741475964774049e-01 1.132466969961578362e+00 2.766830644112603821e+00
5.428048703803756148e-02 4.114737263529525402e-01 5.525846845818034314e-01 1.275417233809562401e+00 3.663677980397224587e+00
3.304413925546767494e-02 2.359290496760900191e-01 7.112016973659623931e-01 8.458279470995555549e-01 3.173280168125574896e+00
3.041460914372617896e-02 4.040475235542322352e-01 5.367363947348773312e-01 6.897915696217267190e-01 2.959619193033574014e+00
5.948296001369958452e-02 1.633950672052322250e-01 6.384442017262477176e-01 8.559799567844654788e-01 2.163274545206510968e+00
3.493811885841592579e-02 5.447420189337915941e-01 6.163795812698036336e-01 8.806268611643185418e-01 3.592791529644543846e+00
5.159492646350519879e-02 4.212468595415886918e-01 6.303556433929555780e-01 6.826272163597705278e-01 3.758540774362900905e+00
6.651597780870806276e-02 2.155583714535514450e-01 8.943908365320633047e-01 7.054994106020925360e-01 3.061400608500238985e+00
6.800089835738137856e-02 5.391522162551755093e-01 6.485506289975691008e-01 1.056007621612234937e+00 2.501537971856886422e+00
4.360299283480102012e-02 3.109573880862048223e-01 5.471045508003078428e-01 1.243596830816293686e+00 2.715176256413351030e+00
6.317773967662357326e-02 4.696189177049303609e-01 6.980121292786805043e-01 8.006679207872137161e-01 3.832788644324037541e+00
3.896092137349526502e-02 1.900933295665118150e-01 7.011454947988603470e-01 9.575778436368995727e-01 2.086301360944046834e+00
3.438357314469647763e-02 5.180454656502703203e-01 8.251104289333193176e-01 1.001262744954333872e+00 3.049377113060002031e+00
6.407256321710691482e-02 2.413313628573099390e-01 8.833653040168495396e-01 6.859931861644443796e-01 3.154488276861711515e+00
5.977657510714776135e-02 2.272224092800316231e-01 6.131240124023602522e-01 6.569180303405599552e-01 3.926568413197663254e+00
4.277436997866983226e-02 1.380763558101269495e-01 7.155473442134328010e-01 1.165502251830222047e+00 3.652733171377382515e+00
4.071484459390953270e-02 5.901411606028724721e-01 7.457678532986637965e-01 7.824640457241721636e-01 3.741952681249625101e+00
6.052656295549677795e-02 4.290230868851111490e-01 7.390752437569909628e-01 7.226742517896828089e-01 3.747455181731304652e+00
3.372601024455885999e-02 5.887907229995316127e-01 5.590932476805104967e-01 9.527233597838740131e-01 2.605771070371393883e+00
3.596851940303508882e-02 4.613719539382751256e-01 8.476063262555084687e-01 1.172571007101962159e+00 2.553472961860076662e+00
5.688126707520604897e-02 1.696997688923121694e-01 5.694661344941250869e-01 6.398147183757790790e-01 3.852350688419176716e+00
5.239504685424272584e-02 5.362466321906332878e-01 5.269100089763143480e-01 8.113326613504219242e-01 2.257042763916647043e+00
5.655612011284186919e-02 3.313961515592840357e-01 7.085586535430838939e-01 6.275766313074316871e-01 3.154238955240288522e+00
4.851834157270270426e-02 1.575107503876445325e-01 5.622524204807943793e-01 1.113582904919169003e+00 2.190463665579058361e+00
5.225995027877482213e-02 1.962192125225405148e-01 5.154519577201654990e-01 1.262689350853194892e+00 3.739797284113254072e+00
5.084026813715754323e-02 2.001707617894643021e-01 6.408019471849022430e-01 9.690402281655041694e-01 2.297699292541910410e+00
6.966398644315272004e-02 5.886343023986700951e-01 5.084171976463878195e-01 6.369635784841304327e-01 3.522709391062799789e+00
4.668022507453817305e-02 4.292513116089088365e-01 5.203758987278089831e-01 6.588345384870547550e-01 2.816979438035299488e+00
4.613240549665379581e-02 1.220641070289439911e-01 6.665689967167559571e-01 1.225583069203865838e+00 3.867503884726168462e+00
4.472076015496004309e-02 5.939105542929603576e-01 6.607071257803616149e-01 7.482227735565104565e-01 3.270140005361418023e+00
3.678773617265111706e-02 2.969673833601778612e-01 8.167191031117178035e-01 7.530879882106129575e-01 2.179642830527181108e+00
5.422995979090262236e-02 5.493236563511982862e-01 7.244348325435732150e-01 9.469425520787770889e-01 3.755915973810896702e+00
5.953940877813758414e-02 5.719273040717860468e-01 8.055873376440194633e-01 7.148931190779796996e-01 3.571722482997474302e+00
4.924115926196229870e-02 4.454089346105873926e-01 8.907670333185516709e-01 9.837520751517023765e-01 3.901101580800625968e+00
3.997544160321947482e-02 3.742783370501202578e-01 7.909591509654532171e-01 8.871097230793894006e-01 3.540997207321620710e+00
5.737456765483767152e-02 1.640730090539297970e-01 7.435176967139264237e-01 9.275664033360346838e-01 3.298784168973060815e+00
4.042806060466566653e-02 3.808672380514613875e-01 7.339821269612738508e-01 6.389068225687913882e-01 3.895653495143807987e+00
5.528460014767042074e-02 5.570243752048991137e-01 7.480721395443614696e-01 1.152242372136773607e+00 2.912996598315561236e+00
5.375396792547350311e-02 1.879735666151174933e-01 8.481731846823038490e-01 8.260815955727114357e-01 2.504049366487904660e+00
6.495624202946381764e-02 5.244387927513178838e-01 6.307928061359862060e-01 8.377797328557952117e-01 3.314192126775508562e+00
4.348066438498802977e-02 4.230562491834085614e-01 8.674599108021032734e-01 7.579051083577111880e-01 3.028102302838013848e+00
3.014091316015036007e-02 3.641405130210718655e-01 5.399184648728635461e-01 9.004734807798824292e-01 2.657845105421200671e+00
3.034098246937219634e-02 5.229121305887819426e-01 5.671569032195042936e-01 7.579780770107255039e-01 3.138824740536116931e+00
5.192809145832281287e-02 2.214253993075246396e-01 6.469028516193174871e-01 9.347945099921270984e-01 3.670273897949303255e+00
3.379913896026052328e-02 5.692507804128753568e-01 7.332057804898263198e-01 1.191507002439735619e+00 2.917021289501479320e+00
6.811474481791662816e-02 5.151394964182495206e-01 5.150695028665410735e-01 7.333373534649257897e-01 3.709594249891311257e+00
3.275670876799650216e-02 3.680293609255781417e-01 5.243425821936764653e-01 1.179342071850733031e+00 2.967449614913754807e+00
3.527600397234627316e-02 1.593244761721345770e-01 5.948486583302231567e-01 6.281687487282476834e-01 2.217775231406116987e+00
6.872393959772432614e-02 4.747039070267956573e-01 6.144584741807078698e-01 1.209767203085289511e+00 2.520819497317741131e+00
6.090604440790545887e-02 4.821460601448082084e-01 5.973874737215505437e-01 1.150437320731823476e+00 2.526544975875945731e+00
4.573018269672926572e-02 5.044079663976495098e-01 8.464130955250658284e-01 7.407409994179970925e-01 2.602278605188731664e+00
5.344594072900417381e-02 2.410751231756551316e-01 8.104483314489505652e-01 9.489419064352836442e-01 2.901459054755772371e+00
3.122120836585069378e-02 4.995360618329106606e-01 6.696807182213282417e-01 9.137618379537626456e-01 3.941930218784681195e+00
6.014541619815966939e-02 5.519650894910431704e-01 8.095017891033728930e-01 1.068280495061668667e+00 3.281664742247893507e+00
3.323999598393449773e-02 2.645525944261855056e-01 5.796837948325737067e-01 7.203199590205789926e-01 3.228109677003990985e+00
3.199944247347762116e-02 3.380058288720444448e-01 5.003577518279209713e-01 8.225249532600451552e-01 3.966612609637875764e+00
5.301781687885166044e-02 3.568116273849085696e-01 5.543279984924263104e-01 1.185450464969133977e+00 2.658446925109064995e+00
3.852884124007470434e-02 2.891077788149503114e-01 7.067949286257835251e-01 6.067079556718436573e-01 3.031544807802871055e+00
3.314360842829840170e-02 2.691453301000445442e-01 8.656616820035176740e-01 9.812430469377699804e-01 3.765410900538061156e+00
4.858996602056005198e-02 3.745283084143433694e-01 6.969973042004196095e-01 9.419943672280719493e-01 2.473897130346227602e+00
5.995715549732928695e-02 1.197083584579952953e-01 8.378237982179639332e-01 6.684079638533542145e-01 3.332926304752902080e+00
5.177368124307556857e-02 5.208576451906224980e-01 5.690477826058335520e-01 1.167899910461587698e+00 2.330683668652695939e+00
4.053673616908188421e-02 5.505331644642870170e-01 6.188828589788860635e-01 1.264238782333198197e+00 3.159609854024995723e+00
4.556423984819978762e-02 4.071964581529136096e-01 7.271315004320384467e-01 1.173550294120285331e+00 3.474321699906337102e+00
4.049498650554241713e-02 2.080239162315468127e-01 8.928425845965982655e-01 1.086335044002596728e+00 2.788882554442239758e+00
4.535658793039953895e-02 1.131350730260528015e-01 6.294952977921807191e-01 7.487599341493649252e-01 3.898775439706965606e+00
6.444649153086770554e-02 5.078125015682696253e-01 5.584856335575926201e-01 1.085592963145265655e+00 2.128818010003050265e+00
6.556142130831651982e-02 3.033293528852274989e-01 8.430851779249868283e-01 9.752018787701351998e-01 2.104213912412326248e+00
3.962457152423706774e-02 1.160700291166920500e-01 5.648731969183331536e-01 1.283486913269365592e+00 2.320468653182935270e+00
5.624783725567708559e-02 3.697664184347667637e-01 7.619551080609265892e-01 8.732372630313569584e-01 3.396149174685462402e+00
5.005097836262359379e-02 1.071893896847814359e-01 5.199539988379915378e-01 6.159651901691094444e-01 3.206640513683975069e+00
4.408801718952778947e-02 3.686335484523858286e-01 5.418541007768791218e-01 1.111896929443022763e+00 3.481865885614074951e+00
